name1,CONFIGURATIONS,DISPERISION,ELECTRO,EXCHANGE,INDUCTION,TOTAL
ERELOF.RFD.,ERELOF.RFD.CIF_606,-10.65217688,-32.85465197,16.93352359,-6.33324711,-32.90655237
ERERAU.RFD.,ERERAU.RFD.CIF_841,-7.26387888,-32.77211785,24.53129281,-5.90259635,-21.40730027
ERIWUY.RFD.,ERIWUY.RFD.CIF_406,-16.22811211,-91.11063291,73.96213376,-23.74628505,-57.12289631
ERIWUY01.RFD.,ERIWUY01.RFD.CIF_321,-17.45587159,-88.48068061,80.57033709,-25.79062816,-51.15684327
EROGOI.RFD.,EROGOI.RFD.CIF_666,-27.3797497,-16.13144317,25.00062195,-4.56863248,-23.0792034
ERUHUV.RFD.,ERUHUV.RFD.CIF_256,-10.02690895,-46.86709996,47.57476222,-12.0208245,-21.34007119
ERUMEL.RFD.,ERUMEL.RFD.CIF_269,-14.5269686,-55.23583214,58.2375587,-16.47300435,-27.99824639
ESOZAP.RFD.,ESOZAP.RFD.CIF_343,-16.76800909,-27.44043828,24.39313835,-4.85721396,-24.67252298
ESOZIX.RFD.,ESOZIX.RFD.CIF_961,-8.91572614,-28.26409048,18.56920435,-6.55789787,-25.16851014
ETIQON.RFD.,ETIQON.RFD.CIF_917,-12.43453943,-26.24267693,19.34674168,-6.57627029,-25.90674497
ETIQOQ.RFD.,ETIQOQ.RFD.CIF_1221,-20.51142972,-118.1050844,102.6258908,-37.34384028,-73.33446362
ETIWOU.RFD.,ETIWOU.RFD.CIF_242,-9.97901669,-48.58222004,38.81026681,-11.79738684,-31.54835676
EVAXUV.RFD.,EVAXUV.RFD.CIF_1002,-56.8570598,-38.8664471,47.54583034,-6.57296922,-54.75064578
EVETAB.RFD.,EVETAB.RFD.CIF_826,-17.26300225,-95.0083734,81.42661516,-27.89049691,-58.7352574
EVEYAH.RFD.,EVEYAH.RFD.CIF_512,-22.94519762,-102.9777454,89.95742602,-30.62270461,-66.58822159
EVIJUP.RFD.,EVIJUP.RFD.CIF_662,-8.67847386,-41.73024881,39.40487552,-9.47142422,-20.47527137
EVIXIQ.RFD.,EVIXIQ.RFD.CIF_180,-14.07835728,-72.88528178,79.47220694,-32.32646315,-39.81789527
EVOPEL.RFD.,EVOPEL.RFD.CIF_771,-14.31588069,-61.38706547,56.3776284,-15.79135497,-35.11667273
EVORIR.RFD.,EVORIR.RFD.CIF_346,-8.10345455,-33.20183938,25.41562799,-6.89577809,-22.78544403
EWAMUL.RFD.,EWAMUL.RFD.CIF_685,-12.32425041,-13.16885687,10.54874705,-3.14495986,-18.08932009
EWANEW.RFD.,EWANEW.RFD.CIF_971,-22.21710418,-69.59759201,75.30002465,-22.6667935,-39.18146504
EWAYIN.RFD.,EWAYIN.RFD.CIF_576,-47.78905411,-77.76920863,52.53238539,-18.82573018,-91.85160753
EWAYOT.RFD.,EWAYOT.RFD.CIF_237,-52.86578779,-79.79720706,55.61467464,-19.2183497,-96.26666991
EWAZIO.RFD.,EWAZIO.RFD.CIF_165,-36.67982536,-38.13074545,31.66955784,-11.53667593,-54.6776889
EWIKOM.RFD.,EWIKOM.RFD.CIF_442,-121.4054225,-51.68645893,91.15583682,-19.03413958,-100.9701842
EWOJIM.RFD.,EWOJIM.RFD.CIF_695,-54.53944947,-25.02927203,43.851101,-8.50944077,-44.22706127
EWUTEX.RFD.,EWUTEX.RFD.CIF_128,-77.83994118,-53.21593851,78.25808327,-25.25624557,-78.05404199
EWUTOH.RFD.,EWUTOH.RFD.CIF_184,-78.53313817,-69.58891382,103.6890635,-37.02253221,-81.45552071
EXAMOI.RFD.,EXAMOI.RFD.CIF_561,-65.46322583,-36.04438782,60.9188644,-11.18524618,-51.77399543
EXANID.RFD.,EXANID.RFD.CIF_767,-7.54919164,-38.8621455,30.35397626,-9.20762869,-25.26498957
EXEJOH.RFD.,EXEJOH.RFD.CIF_246,-21.06111863,-45.68434896,46.75185277,-6.54689442,-26.54050924
EXEJUN.RFD.,EXEJUN.RFD.CIF_270,-24.74294171,-52.40827179,61.18474824,-8.6230496,-24.58951486
EXIMAA.RFD.,EXIMAA.RFD.CIF_415,-12.28474098,-50.75811956,57.16476359,-12.92283522,-18.80093217
EXIZUH.RFD.,EXIZUH.RFD.CIF_581,-20.05261315,-90.9550834,93.52328158,-24.06754099,-41.55195596
EXUQUJ.RFD.,EXUQUJ.RFD.CIF_306,-20.8803992,-81.51945202,77.56950786,-25.0189793,-49.84932266
EXUREU.RFD.,EXUREU.RFD.CIF_286,-12.06601344,-53.07100827,45.9536547,-22.37267993,-41.55604694
EYIFAW.RFD.,EYIFAW.RFD.CIF_1386,-13.07196692,-70.93644467,46.38819872,-15.59789687,-53.21810974
EYUXUU.RFD.,EYUXUU.RFD.CIF_251,-16.01806459,-61.78064734,77.91600619,-22.37949581,-22.26220155
EZEGIA.RFD.,EZEGIA.RFD.CIF_371,-17.43170666,-76.64223767,79.39109496,-20.1580219,-34.84087127
EZIYES.RFD.,EZIYES.RFD.CIF_1326,-9.30685484,-39.56145889,32.77358476,-9.82127875,-25.91600772
FABTOT.RFD.,FABTOT.RFD.CIF_921,-8.84831528,-51.02263632,38.47998554,-12.54637667,-33.93734273
FADGEY.RFD.,FADGEY.RFD.CIF_263,-21.39263471,-92.55349381,111.4445389,-27.91080375,-30.41239333
FADGIC.RFD.,FADGIC.RFD.CIF_302,-23.87104142,-103.0047331,124.0584847,-44.50532972,-47.32261951
FADGOI.RFD.,FADGOI.RFD.CIF_285,-19.73740476,-83.60211343,94.45119548,-30.50274131,-39.39106402
FADGUO.RFD.,FADGUO.RFD.CIF_284,-21.20615782,-88.78042914,97.84399038,-35.2870984,-47.42969498
FADGUO02.RFD.,FADGUO02.RFD.CIF_470,-20.86333816,-86.96817734,95.13572715,-33.01412662,-45.70991497
FADHAV.RFD.,FADHAV.RFD.CIF_202,-20.41328737,-38.78590942,27.43218541,-7.18757872,-38.9545901
FADHEZ.RFD.,FADHEZ.RFD.CIF_570,-19.4489023,-78.55873309,92.02695252,-33.46564738,-39.44633025
FADHID.RFD.,FADHID.RFD.CIF_457,-19.65026246,-79.41228201,91.50627371,-31.93895794,-39.4952287
FAFQIQ.RFD.,FAFQIQ.RFD.CIF_491,-21.08774511,-45.96038633,37.046783,-13.20665056,-43.207999
FAHTUD.RFD.,FAHTUD.RFD.CIF_1071,-2.72309639,-8.00337148,1.85952242,-1.22972247,-10.09666792
FAKKUA.RFD.,FAKKUA.RFD.CIF_796,-24.85591261,-97.65623229,103.749803,-36.75849561,-55.52083756
FAQXIH.RFD.,FAQXIH.RFD.CIF_488,-10.1133851,-62.18684167,59.08580389,-17.25854143,-30.47296431
FARVUS.RFD.,FARVUS.RFD.CIF_385,-16.9502992,-58.87623247,54.87676208,-12.84360594,-33.79337553
FASLUH.RFD.,FASLUH.RFD.CIF_232,-18.37199244,-41.65871755,28.37467275,-10.05160927,-41.70764651
FASQIC.RFD.,FASQIC.RFD.CIF_456,-45.52326704,-29.80783156,45.5098169,-8.55791468,-38.37919638
FATNIX.RFD.,FATNIX.RFD.CIF_206,-12.98348171,-48.07340904,49.58340178,-15.3151091,-26.78859807
FATQOJ.RFD.,FATQOJ.RFD.CIF_712,-9.19586222,-46.06272497,33.25862498,-8.26929689,-30.2692591
FATYIL.RFD.,FATYIL.RFD.CIF_466,-7.28862403,-31.58301261,28.11296306,-7.99539122,-18.7540648
FAVFIT.RFD.,FAVFIT.RFD.CIF_377,-19.77870764,-92.30741516,87.13234002,-24.25003105,-49.20381383
FAVVUX.RFD.,FAVVUX.RFD.CIF_461,-81.31202919,-49.98262027,93.40722645,-19.44230842,-57.32973143
FAVWAE.RFD.,FAVWAE.RFD.CIF_181,-55.22541157,-34.45255169,45.2131696,-9.44880471,-53.91359837
FEBSEN.RFD.,FEBSEN.RFD.CIF_692,-16.15830421,-93.40495425,64.24026212,-23.62776138,-68.95075772
FECFUR.RFD.,FECFUR.RFD.CIF_571,-18.81757447,-99.97145022,88.61985538,-29.2643123,-59.43348161
FEHLOX.RFD.,FEHLOX.RFD.CIF_477,-79.77302689,-75.0080699,77.54828273,-16.55192956,-93.78474362
FELVIE.RFD.,FELVIE.RFD.CIF_386,-8.18453282,-45.50940968,28.30063003,-9.0507008,-34.44401327
FEPKIW.RFD.,FEPKIW.RFD.CIF_624,-6.30376586,0.89094596,8.80927155,-1.92769631,1.4687553399999995
FEPTIF.RFD.,FEPTIF.RFD.CIF_259,-12.77734347,-49.76031299,44.16362392,-13.60754256,-31.9815751
FEQGIV.RFD.,FEQGIV.RFD.CIF_286,-6.31954722,-27.93821596,23.08016269,-7.91572649,-19.09332698
FEQPOJ.RFD.,FEQPOJ.RFD.CIF_731,-15.38412597,-1.64123838,14.94436884,-1.68165622,-3.76265173
FEQXEF.RFD.,FEQXEF.RFD.CIF_541,-22.22252808,-65.62494231,67.58587661,-16.14800052,-36.4095943
FEQXIJ.RFD.,FEQXIJ.RFD.CIF_641,-23.28635321,-82.9887461,90.36178913,-21.11453187,-37.02784205
FERLOH.RFD.,FERLOH.RFD.CIF_891,-36.89492166,-39.6043493,36.53585036,-11.16050904,-51.12392964
FERLUN.RFD.,FERLUN.RFD.CIF_242,-78.12528249,-48.06153754,66.69836523,-9.32765771,-68.81611251
FETCUG.RFD.,FETCUG.RFD.CIF_1502,-15.38870322,-14.38434391,19.26602494,-2.74489608,-13.25191827
FEYNOQ.RFD.,FEYNOQ.RFD.CIF_422,-52.06682657,-19.48347456,42.35445724,-6.67781623,-35.87366012
FEZHAV.RFD.,FEZHAV.RFD.CIF_831,-21.42995943,-89.31607109,72.88039411,-20.02570816,-57.89134457
FIDCIG.RFD.,FIDCIG.RFD.CIF_271,-25.1082979,-99.76791751,108.0707786,-27.03052405,-43.83596086
FIDCUR.RFD.,FIDCUR.RFD.CIF_577,-10.68441861,-28.57993207,25.28821292,-6.5485655,-20.52470326
FIFJAJ.RFD.,FIFJAJ.RFD.CIF_741,-24.12289729,-65.79348861,69.28879855,-13.62072939,-34.24831674
FIJVAZ.RFD.,FIJVAZ.RFD.CIF_412,-7.61397288,-26.0791487,14.12907424,-5.35949902,-24.92354636
FIJVED.RFD.,FIJVED.RFD.CIF_761,-8.37513968,-35.72863234,31.80361933,-7.21085022,-19.51100291
FILZAD.RFD.,FILZAD.RFD.CIF_565,-15.33285162,-22.13336331,25.40740507,-5.65110511,-17.70991497
FINHIX.RFD.,FINHIX.RFD.CIF_237,-82.9997812,-38.54877293,67.25411641,-13.75083465,-68.04527237
FINMEV.RFD.,FINMEV.RFD.CIF_571,-14.46651247,-40.85495299,40.49831729,-10.67248052,-25.49562869
FIPREB.RFD.,FIPREB.RFD.CIF_339,-35.61186048,-85.66914767,71.91137786,-27.67454545,-77.04417574
FIQQOO.RFD.,FIQQOO.RFD.CIF_701,-10.15207073,-46.2498863,46.01119115,-15.74111525,-26.13188113
FIRVIO.RFD.,FIRVIO.RFD.CIF_422,-14.25018228,-58.95694768,65.09605926,-14.57503301,-22.68610371
FIVJAY.RFD.,FIVJAY.RFD.CIF_1827,-26.11829335,-129.3645323,122.9551803,-46.49752694,-79.02517232
FIVNEF.RFD.,FIVNEF.RFD.CIF_786,-12.54665532,-35.52313592,23.70586365,-6.80576041,-31.169688
FIWHEC.RFD.,FIWHEC.RFD.CIF_441,-61.63814901,-45.33175408,63.9029849,-16.2800241,-59.34694229
FIWHIG.RFD.,FIWHIG.RFD.CIF_461,-59.60157117,-35.94810829,55.87031536,-11.29979618,-50.97916028
FIXGOL.RFD.,FIXGOL.RFD.CIF_817,-17.23898699,-11.39126287,11.52780165,-2.10701955,-19.20946776
FIXREN.RFD.,FIXREN.RFD.CIF_410,-11.83874886,-41.61212132,29.5202594,-9.35743005,-33.28804083
FIXROX.RFD.,FIXROX.RFD.CIF_877,-8.15912908,-37.70512091,24.71909196,-7.46140369,-28.60656172
FMPTER.RFD.,FMPTER.RFD.CIF_154,-25.80353612,-67.16772358,105.9634431,-41.5685614,-28.57637797
FOBLOY.RFD.,FOBLOY.RFD.CIF_586,-12.89569455,-29.57153264,31.55560071,-6.5767302,-17.48835668
FODKES.RFD.,FODKES.RFD.CIF_195,-97.83610247,-60.57471328,96.72639715,-20.17137174,-81.85579034
FODKIW.RFD.,FODKIW.RFD.CIF_237,-86.63783101,-46.67694138,76.17182448,-14.78133275,-71.92428066
FODKUI.RFD.,FODKUI.RFD.CIF_209,-96.99720878,-52.32423008,82.9655,-17.5424036,-83.89834246
FOFJIX.RFD.,FOFJIX.RFD.CIF_316,-7.37422651,-31.36642049,22.2845801,-6.07114687,-22.52721377
FOLSOP.RFD.,FOLSOP.RFD.CIF_1211,-11.36711023,-36.49601852,31.6167481,-8.50777986,-24.75416051
FOLTAC.RFD.,FOLTAC.RFD.CIF_409,-47.07288336,-59.32697671,50.67002286,-15.15903257,-70.88886978
FOMSIM.RFD.,FOMSIM.RFD.CIF_491,-36.30709935,-151.7546481,126.8153351,-54.28354383,-115.5299562
FOPDUL.RFD.,FOPDUL.RFD.CIF_432,-21.76814568,-86.83153942,100.3689865,-40.84285159,-49.0735502
FOSFIE.RFD.,FOSFIE.RFD.CIF_208,-19.92047873,-41.21355943,52.00663311,-10.99780547,-20.12521052
FOSFOK.RFD.,FOSFOK.RFD.CIF_586,-20.96248798,-72.4987982,84.48111366,-32.82103091,-41.80120343
FOSFUQ.RFD.,FOSFUQ.RFD.CIF_235,-19.58755521,-44.56824826,53.34711531,-12.36388626,-23.17257442
FOSMIL.RFD.,FOSMIL.RFD.CIF_522,-26.13018726,-109.8854698,144.8036428,-61.17629755,-52.38831174
FOWPOW.RFD.,FOWPOW.RFD.CIF_571,-17.40032636,-83.90449253,72.75903213,-28.87710284,-57.4228896
FOXHIM.RFD.,FOXHIM.RFD.CIF_425,-9.02993865,-34.380818,29.32778178,-7.01546012,-21.09843499
FOXJIN.RFD.,FOXJIN.RFD.CIF_392,-14.00586149,-82.91598555,99.22829885,-34.88847925,-32.58202744
FOYSUJ.RFD.,FOYSUJ.RFD.CIF_572,-15.79978365,-59.58181137,62.91943187,-22.55722691,-35.01939006
FUDWOQ.RFD.,FUDWOQ.RFD.CIF_585,-9.00628279,-33.97147673,21.75436814,-5.35959691,-26.58298829
FUDXUA.RFD.,FUDXUA.RFD.CIF_516,-84.02388688,-46.41865235,70.41714432,-12.70664998,-72.73204489
FUFSOQ.RFD.,FUFSOQ.RFD.CIF_1221,-14.54946376,-11.71205817,10.48287346,-2.86379721,-18.64244568
FUPRIR.RFD.,FUPRIR.RFD.CIF_232,-13.90474521,-60.31892495,63.35717245,-20.65590439,-31.5224021
FUQKUX.RFD.,FUQKUX.RFD.CIF_561,-10.66341854,-46.7398358,34.97702297,-9.85556334,-32.28179471
FUREAP.RFD.,FUREAP.RFD.CIF_362,-19.00363884,-57.40495056,48.00759008,-9.45870647,-37.85970579
FUSFEF.RFD.,FUSFEF.RFD.CIF_311,-9.20259835,-51.05763579,48.09826622,-13.18568173,-25.34764965
FUSFOP.RFD.,FUSFOP.RFD.CIF_461,-6.88373287,-37.06059352,23.98622075,-6.83923644,-26.79734208
GAFTUE.RFD.,GAFTUE.RFD.CIF_427,-55.63919955,-30.48711259,45.92841861,-6.39366285,-46.59155638
GAMWAW.RFD.,GAMWAW.RFD.CIF_1076,-5.7440457,-28.49404402,17.61550398,-6.17081041,-22.79339615
GANXUP.RFD.,GANXUP.RFD.CIF_225,-24.45490338,-99.69514812,107.8530683,-40.61803308,-56.9150163
GANYAW.RFD.,GANYAW.RFD.CIF_1625,-28.26989013,-111.9680375,128.1328096,-54.00963394,-66.11475191
GAPPUK.RFD.,GAPPUK.RFD.CIF_341,-14.92024038,-15.73929266,10.76121757,-2.95146496,-22.84978043
GARYEH.RFD.,GARYEH.RFD.CIF_521,-15.91475875,-74.15787428,70.86055214,-36.37163427,-55.58371516
GAVHER.RFD.,GAVHER.RFD.CIF_591,-11.8388678,-42.33250163,32.02546261,-10.4658727,-32.61177952
GAVHUH.RFD.,GAVHUH.RFD.CIF_310,-14.67439675,-75.68827968,57.79468621,-18.98911124,-51.55710146
GAVMUM.RFD.,GAVMUM.RFD.CIF_667,-10.41262822,-58.39186867,65.25572518,-15.30346179,-18.8522335
GEBJEG.RFD.,GEBJEG.RFD.CIF_329,-9.43693825,-49.04580076,46.30083143,-12.36661999,-24.54852757
GECXAQ.RFD.,GECXAQ.RFD.CIF_464,-21.27346119,-61.16626027,50.54009438,-18.16796711,-50.06759419
GEFTAO.RFD.,GEFTAO.RFD.CIF_981,-11.87990415,-53.11307265,52.44950621,-16.70566789,-29.24913848
GEGRAN.RFD.,GEGRAN.RFD.CIF_757,-9.79001585,-48.10644348,52.67050063,-15.02344469,-20.24940339
GENNET.RFD.,GENNET.RFD.CIF_353,-28.92458609,-110.1882621,131.3295499,-52.6428799,-60.42617812
GEPQUP.RFD.,GEPQUP.RFD.CIF_230,-20.9746646,-94.5209452,86.13635981,-29.90838937,-59.26763936
GEPREA.RFD.,GEPREA.RFD.CIF_711,-17.17819509,-26.13038223,18.9960586,-6.54444971,-30.85696843
GEPROK.RFD.,GEPROK.RFD.CIF_218,-78.52237907,-37.60673247,71.09867263,-10.51601408,-55.54645299
GEVKUR.RFD.,GEVKUR.RFD.CIF_531,-10.57001696,-30.70447816,18.6680867,-5.62191565,-28.22832407
GEVMAZ.RFD.,GEVMAZ.RFD.CIF_1226,-9.22640625,-30.19279093,33.56636593,-7.99771309,-13.85054434
GEXSUA.RFD.,GEXSUA.RFD.CIF_1192,-17.33779057,-34.85702559,38.62985976,-9.52218862,-23.08714502
GEYNEH.RFD.,GEYNEH.RFD.CIF_328,-9.69298277,-15.63911671,9.37683026,-3.95109252,-19.90636174
GEYNOR.RFD.,GEYNOR.RFD.CIF_442,-12.04548357,-26.63069859,24.03954294,-5.32808005,-19.96471927
GEYNUX.RFD.,GEYNUX.RFD.CIF_457,-14.93955291,-36.62033608,25.5724775,-8.31781792,-34.30522941
GEYXOB.RFD.,GEYXOB.RFD.CIF_1236,-4.49336126,-7.0388919,1.3846185,-0.95215528,-11.09978994
GIBVUK.RFD.,GIBVUK.RFD.CIF_561,-12.40192452,-46.13488609,28.02305704,-10.6058331,-41.11958667
GIBWAR.RFD.,GIBWAR.RFD.CIF_556,-16.53647036,-66.36675017,48.21903429,-17.14757435,-51.83176059
GICMOU.RFD.,GICMOU.RFD.CIF_841,-13.75173349,-65.20975546,73.74102172,-27.91581623,-33.13628346
GIDFEH.RFD.,GIDFEH.RFD.CIF_412,-137.6396481,-66.83620384,116.5521428,-24.53416821,-112.4578774
GIDHUX.RFD.,GIDHUX.RFD.CIF_1616,-11.53954347,-51.35170464,51.02219948,-17.43480536,-29.30385399
GIFDOR.RFD.,GIFDOR.RFD.CIF_511,-14.62502391,-41.60153701,32.01045901,-8.54750066,-32.76360257
GIFDUX.RFD.,GIFDUX.RFD.CIF_716,-15.84792212,-39.56876561,34.13353071,-8.16432105,-29.44747807
GIFWIF.RFD.,GIFWIF.RFD.CIF_498,-13.87204379,-64.77251846,62.3384807,-23.85317864,-40.15926019
GIGCEE.RFD.,GIGCEE.RFD.CIF_209,-109.2571162,-47.7069106,94.3969637,-18.37364365,-80.94070672
GIGZOL.RFD.,GIGZOL.RFD.CIF_867,-11.21272022,-32.92310682,30.72187631,-8.4595925,-21.87354323
GIHHUC.RFD.,GIHHUC.RFD.CIF_715,-11.90255927,-42.79949752,39.0422592,-11.92034419,-27.58014178
GIHYAB.RFD.,GIHYAB.RFD.CIF_464,-14.34907437,-66.25949835,53.17252177,-16.73516988,-44.17122083
GIJYUV.RFD.,GIJYUV.RFD.CIF_506,-140.6497305,-71.74917078,97.87338779,-23.1652776,-137.6907911
GIKPOI.RFD.,GIKPOI.RFD.CIF_637,-9.28577422,-43.72094163,40.29768548,-10.19233227,-22.90136264
GIMQIG.RFD.,GIMQIG.RFD.CIF_342,-63.75992551,-47.29115041,52.40479855,-14.54983807,-73.19611544
GIMTIJ.RFD.,GIMTIJ.RFD.CIF_370,-11.25656802,-8.67419707,7.86864477,-2.07407999,-14.13620031
GIMZUY.RFD.,GIMZUY.RFD.CIF_213,-16.10651182,-73.77510615,69.4401811,-21.23547648,-41.67691335
GITGUM.RFD.,GITGUM.RFD.CIF_761,-10.91345496,-44.3720889,36.22394809,-9.05142498,-28.11302075
GITNUT.RFD.,GITNUT.RFD.CIF_565,-10.62928426,-50.86764522,44.87494758,-13.06206956,-29.68405146
GIWJAZ.RFD.,GIWJAZ.RFD.CIF_576,-14.32195117,-19.94476333,12.7379626,-4.60755899,-26.13631089
GIYRIT.RFD.,GIYRIT.RFD.CIF_635,-24.39501538,-91.45068151,104.3029049,-26.39409168,-37.93688371
GIYSIU.RFD.,GIYSIU.RFD.CIF_211,-20.33233228,-82.48399864,79.7414403,-22.65079855,-45.72568917
GLSARM.RFD.,GLSARM.RFD.CIF_286,-8.77216783,-37.70677963,27.55039856,-7.21943615,-26.14798505
GOBYUR.RFD.,GOBYUR.RFD.CIF_441,-36.87243024,-76.50059212,60.62407296,-17.2159617,-69.9649111
GOGJIY.RFD.,GOGJIY.RFD.CIF_470,-9.96857245,-40.15247405,41.51813778,-9.96979466,-18.57270338
GOKJAT.RFD.,GOKJAT.RFD.CIF_1766,-14.17923848,-46.629327,55.7588537,-16.74498767,-21.79469945
GOQPIN.RFD.,GOQPIN.RFD.CIF_1697,-10.69259462,-50.13123621,55.27125078,-13.33310236,-18.88568241
GOQQIO.RFD.,GOQQIO.RFD.CIF_776,-8.36428379,-37.19964405,28.73612055,-7.1807938,-24.00860109
GORGUR.RFD.,GORGUR.RFD.CIF_322,-18.15932046,-53.34664377,51.64570515,-13.8240508,-33.68430988
GOWMOX.RFD.,GOWMOX.RFD.CIF_300,-14.34627677,-63.12833131,63.44080888,-19.189987,-33.2237862
GOWMUD.RFD.,GOWMUD.RFD.CIF_976,-9.94780224,-54.86087507,44.75934852,-13.6249586,-33.67428739
GUANSH10.RFD.,GUANSH10.RFD.CIF_617,-8.13121321,-39.37193238,31.810288,-8.93836224,-24.63121983
GUBMAT.RFD.,GUBMAT.RFD.CIF_302,-8.00954509,-16.23771887,17.82787731,-3.5274124,-9.94679905
GUCPOL.RFD.,GUCPOL.RFD.CIF_262,-12.32573678,-32.86864905,25.02830033,-7.51474052,-27.68082602
GUHXOY.RFD.,GUHXOY.RFD.CIF_763,-8.02430118,-31.65003322,29.92345029,-7.88807441,-17.63895852
GULCEW.RFD.,GULCEW.RFD.CIF_472,-6.0929118,-16.81825625,16.07996269,-3.3407531,-10.17195846
GUMJIJ.RFD.,GUMJIJ.RFD.CIF_431,-10.61697782,-59.15828759,50.67413389,-13.43773546,-32.53886698
GUMLAE.RFD.,GUMLAE.RFD.CIF_646,-8.01767912,-28.22362961,24.45192706,-5.13577024,-16.92515191
GUMVUH.RFD.,GUMVUH.RFD.CIF_322,-19.53678891,-40.24985969,42.66536321,-9.28229826,-26.40358365
GUNFEC.RFD.,GUNFEC.RFD.CIF_616,-16.57403186,-12.02074757,18.21228517,-4.64345013,-15.02594439
GUWPAS01.RFD.,GUWPAS01.RFD.CIF_1107,-10.83482613,-47.24511998,41.30408715,-10.80488757,-27.58074653
HADKUT.RFD.,HADKUT.RFD.CIF_1575,-17.49256718,-63.3076976,54.22770922,-15.11313256,-41.68568812
HAFSAM.RFD.,HAFSAM.RFD.CIF_282,-24.76969296,-96.73961592,66.63415622,-25.29371646,-80.16886912
HAFSUF.RFD.,HAFSUF.RFD.CIF_268,-11.37557265,-35.01249395,23.94002802,-6.86535952,-29.3133981
HAFVEQ.RFD.,HAFVEQ.RFD.CIF_371,-92.79153822,-77.45167808,105.5216805,-28.98157806,-93.70311384
HAGGUU.RFD.,HAGGUU.RFD.CIF_956,-13.94381716,-39.47564155,25.32104097,-7.23150052,-35.32991826
HAGHAB.RFD.,HAGHAB.RFD.CIF_670,-13.19873244,-43.16122384,30.26116158,-8.12027615,-34.21907085
HAGTEQ.RFD.,HAGTEQ.RFD.CIF_168,-19.59818218,-35.93794825,36.55886583,-8.89217724,-27.86944184
HAGYEW.RFD.,HAGYEW.RFD.CIF_736,-9.09506067,-46.52609644,35.96754246,-7.05934426,-26.71295891
HAHYAU.RFD.,HAHYAU.RFD.CIF_877,-20.6001524,-37.57081897,18.87980635,-7.96066152,-47.25182654
HAKWUN.RFD.,HAKWUN.RFD.CIF_234,-10.32602298,-38.0164896,31.05513746,-5.47686431,-22.76423943
HARJOB.RFD.,HARJOB.RFD.CIF_242,-40.62731128,-17.59869595,32.31214387,-8.91847108,-34.83233444
HARXEG.RFD.,HARXEG.RFD.CIF_482,-15.48136269,-40.99536008,45.3633888,-12.03388096,-23.14721493
HASXUY.RFD.,HASXUY.RFD.CIF_815,-19.64668412,-72.91480305,65.42914278,-26.02826904,-53.16061343
HAXBUD.RFD.,HAXBUD.RFD.CIF_1121,-10.25217826,-51.16743147,51.30271216,-17.36684655,-27.48374412
HAXHOH.RFD.,HAXHOH.RFD.CIF_971,-19.65146572,-56.12468344,52.98415148,-13.09458653,-35.88658421
HEBDUP.RFD.,HEBDUP.RFD.CIF_557,-73.30535473,-30.66435198,56.50476483,-6.25683476,-53.72177664
HEBFEB.RFD.,HEBFEB.RFD.CIF_626,-22.48347264,-63.36609466,51.50245093,-20.22550358,-54.57261995
HEBFOL.RFD.,HEBFOL.RFD.CIF_576,-17.3985638,-71.27590036,58.87178588,-18.39078228,-48.19346056
HECROZ.RFD.,HECROZ.RFD.CIF_831,-26.0446567,-87.83779774,101.7876864,-22.46391911,-34.55868719
HEGFUV.RFD.,HEGFUV.RFD.CIF_506,-11.44447658,-37.61461289,39.48429302,-10.12135934,-19.69615579
HEGNOY.RFD.,HEGNOY.RFD.CIF_1386,-10.81313786,-37.97347261,32.67507282,-11.74317427,-27.85471192
HEKXOK.RFD.,HEKXOK.RFD.CIF_323,-5.94148881,-33.71969554,21.34828032,-7.0536035,-25.36650753
HELLIW.RFD.,HELLIW.RFD.CIF_312,-8.75408453,-29.38245149,25.02473666,-7.19729392,-20.30909328
HELLOC.RFD.,HELLOC.RFD.CIF_671,-16.27271396,-72.28160949,70.76391187,-20.02173245,-37.81214403
HERGOE.RFD.,HERGOE.RFD.CIF_173,-50.83230823,-125.4934558,83.33964472,-33.54112673,-126.527246
HERGUK.RFD.,HERGUK.RFD.CIF_277,-21.99453159,-59.53863024,53.1522505,-20.44493556,-48.82584689
HERHEV.RFD.,HERHEV.RFD.CIF_466,-44.26279971,-70.29102499,57.64353766,-18.37294172,-75.28322876
HERJAT.RFD.,HERJAT.RFD.CIF_452,-23.33535712,-54.23455191,52.11874691,-16.50290002,-41.95406214
HERJEX.RFD.,HERJEX.RFD.CIF_457,-18.81947203,-53.14032823,44.66502409,-13.67668111,-40.97145728
HETTIM.RFD.,HETTIM.RFD.CIF_221,-46.12346459,-28.73020399,34.2149126,-6.87120076,-47.50995674
HETTOS.RFD.,HETTOS.RFD.CIF_356,-32.93042138,-88.95590068,81.4892032,-28.91303054,-69.3101494
HETTUY.RFD.,HETTUY.RFD.CIF_526,-23.66663295,-63.89786114,44.19952767,-17.45028881,-60.81525523
HEVPUX.RFD.,HEVPUX.RFD.CIF_452,-16.57172563,-89.35159851,93.68176993,-30.23212039,-42.4736746
HEXPAB.RFD.,HEXPAB.RFD.CIF_415,-18.64207997,-25.89569265,25.39854772,-5.30319008,-24.44241498
HEYGIE.RFD.,HEYGIE.RFD.CIF_1421,-23.23887866,-71.38167301,65.88696942,-16.60795463,-45.34153688
HEYZIX.RFD.,HEYZIX.RFD.CIF_807,-12.97958545,-24.07159956,33.29557103,-6.90024683,-10.65586081
