CONFIGURATIONS,ELECTRO,EXCHANGE,INDUCTION,DISPERISION,TOTAL
KEFQAQ.RFD.cif_228.xyz,-16.73027713,25.18247018,-6.10200064,-29.85883171,-27.50863930
KEFQAQ.RFD.cif_252.xyz,-13.06776024,34.40628054,-7.47020778,-41.10471299,-27.23640047
KEFQAQ.RFD.cif_253.xyz,-13.07128329,34.41007515,-7.47130643,-41.10644895,-27.23896351
KEFQAQ.RFD.cif_262.xyz,-42.79813621,84.91215693,-15.05056335,-19.33791454,7.72554283
KEFQAQ.RFD.cif_311.xyz,-15.48096927,20.16815247,-4.99713674,-22.50814520,-22.81809874
KEFQAQ.RFD.cif_312.xyz,-15.48092414,20.16815248,-4.99713738,-22.50814519,-22.81805422
KEFQAQ.RFD.cif_335.xyz,-2.51879307,1.74158135,-0.36464375,-1.65923615,-2.80109162
KEFQAQ.RFD.cif_336.xyz,1.24358841,3.36876376,-0.36339132,-2.47167505,1.77728580
KEFQAQ.RFD.cif_366.xyz,-13.84857818,13.74295995,-2.60572332,-7.23532916,-9.94667071
KEFQAQ.RFD.cif_367.xyz,-0.31764631,9.30275674,-0.93979506,-4.64207739,3.40323798
KEFQAQ.RFD.cif_371.xyz,-0.83322911,0.46236884,-0.45731873,-1.55823196,-2.38641096
KEFQAQ.RFD.cif_401.xyz,-3.92129434,8.40926036,-0.65131721,-13.55789845,-9.72124964
KEFQAQ.RFD.cif_402.xyz,-3.92447198,8.41213483,-0.65145527,-13.55939652,-9.72318893
KEFQAQ.RFD.cif_411.xyz,-11.59324431,9.89315399,-1.72790313,-6.93779255,-10.36578600
KEFQAQ.RFD.cif_461.xyz,-3.94923991,10.83885238,-2.53792708,-19.83595508,-15.48426969
KEFWEA.RFD.cif_361.xyz,-24.48743859,224.52637443,-50.16872602,-53.66994280,96.20026703
KEFWEA.RFD.cif_362.xyz,-24.50413326,224.55787747,-50.17338255,-53.67327491,96.20708674
KEFWEA.RFD.cif_437.xyz,-30.73592041,38.30406783,-8.28172668,-23.99076422,-24.70434348
KEFWEA.RFD.cif_457.xyz,-9.86729893,22.69141019,-2.79948776,-27.51571014,-17.49108664
KEFWEA.RFD.cif_458.xyz,-3.80624183,5.25874805,-0.98577985,-11.84098499,-11.37425862
KEFWEA.RFD.cif_462.xyz,-9.86602244,22.69060400,-2.79941813,-27.51610544,-17.49094201
KEFWEA.RFD.cif_463.xyz,-3.80634800,5.25799719,-0.98558606,-11.84072828,-11.37466515
KEFWEA.RFD.cif_486.xyz,-30.66461846,27.40601905,-7.15251373,-48.22171312,-58.63282625
KEFWEA.RFD.cif_487.xyz,-30.66820036,27.40933157,-7.15325977,-48.22343807,-58.63556662
KEFWEA.RFD.cif_510.xyz,-1.76879821,3.03017812,-0.48969680,-5.37980579,-4.60812267
KEFWEA.RFD.cif_511.xyz,-19.34768434,3.51448244,-2.82910765,-6.47818716,-25.14049671
KEFWEA.RFD.cif_535.xyz,-1.37912625,9.74684857,-2.26120989,-16.20344514,-10.09693271
KEFWEA.RFD.cif_536.xyz,-49.10169857,66.97170667,-20.31821094,-33.65404943,-36.10225228
KEFWEA.RFD.cif_560.xyz,-4.12692310,14.31666145,-2.29351716,-24.41760439,-16.52138320
KEFWEA.RFD.cif_561.xyz,-4.12744270,14.31598866,-2.29319617,-24.41679128,-16.52144149
KEFWEA.RFD.cif_611.xyz,-17.85254801,26.05656948,-3.84592071,-9.21557745,-4.85747669
KEFXEC.RFD.cif_412.xyz,-9.51017539,3.34668024,-2.11005566,-6.24538613,-14.51893693
KEFXEC.RFD.cif_413.xyz,-22.21712385,5.55055877,-4.56053673,-7.90561508,-29.13271689
KEFXEC.RFD.cif_447.xyz,-7.54613881,2.69740702,-1.01061240,-3.92325176,-9.78259594
KEFXEC.RFD.cif_463.xyz,-15.44536059,31.74059019,-8.58776646,-28.54044569,-20.83298255
KEFXEC.RFD.cif_468.xyz,-66.04857638,63.68832211,-21.35500093,-16.26570693,-39.98096213
KEFXEC.RFD.cif_497.xyz,-41.55317957,47.73712673,-11.38989617,-65.24275221,-70.44870122
KEFXEC.RFD.cif_498.xyz,14.03146290,19.36674961,-5.92354389,-29.20904771,-1.73437909
KEFXEC.RFD.cif_546.xyz,-3.21586783,3.95554286,-1.37276337,-6.93083701,-7.56392535
KEFXEC.RFD.cif_561.xyz,-16.45834123,12.38253536,-4.08053519,-15.31724155,-23.47358261
KEFXEC.RFD.cif_562.xyz,-22.49294469,24.01982513,-6.11443397,-32.84091409,-37.42846761
KEFXEC.RFD.cif_566.xyz,-19.49337873,3.35739398,-3.02675347,-5.13853056,-24.30126879
KEFXEC.RFD.cif_567.xyz,-9.60573425,5.99325259,-1.97350041,-5.99222362,-11.57820569
KEFXEC.RFD.cif_596.xyz,-4.94532303,14.30724589,-4.36119034,-9.05750116,-4.05676863
KEFXEC.RFD.cif_597.xyz,-4.93514691,14.30111617,-4.35916652,-9.05618084,-4.04937810
KEFXEC.RFD.cif_611.xyz,-9.50821718,3.34638746,-2.10978855,-6.24534222,-14.51696048
KEFXEC.RFD.cif_612.xyz,-22.21743339,5.55041482,-4.56035680,-7.90556357,-29.13293894
KEFXUS.RFD.cif_412.xyz,-9.70006886,18.31910670,-2.76686470,-20.38171429,-14.52954115
KEFXUS.RFD.cif_441.xyz,2.82798912,1.34157648,-1.02466832,-4.56852290,-1.42362563
KEFXUS.RFD.cif_456.xyz,-40.63718388,45.79906120,-12.40886074,-64.20057076,-71.44755418
KEFXUS.RFD.cif_457.xyz,-28.40454045,11.33951433,-4.96448618,-10.74755643,-32.77706873
KEFXUS.RFD.cif_487.xyz,-23.36891004,4.79363219,-3.71229440,-8.38673851,-30.67431076
KEFXUS.RFD.cif_491.xyz,-9.10877779,5.47360049,-2.58967332,-5.57800910,-11.80285972
KEFXUS.RFD.cif_492.xyz,-9.10654786,5.47356732,-2.58924408,-5.57793881,-11.80016343
KEFXUS.RFD.cif_561.xyz,-23.36445289,4.79352115,-3.71156880,-8.38675130,-30.66925184
KEFXUS.RFD.cif_576.xyz,-19.33536121,21.44766705,-4.49273749,-18.29911972,-20.67955137
KEFXUS.RFD.cif_605.xyz,-97.16158769,99.90333981,-35.20639039,-24.51827827,-56.98291654
KEFXUS.RFD.cif_611.xyz,-17.50431013,30.75974186,-3.78651603,-34.30184913,-24.83293343
KEFXUS.RFD.cif_640.xyz,-6.99234100,12.41742678,-2.58499282,-11.40331168,-8.56321872
KEFXUS.RFD.cif_655.xyz,-32.21293936,20.07103358,-8.61638288,-35.69154246,-56.44983111
KEKWEG.RFD.cif_202.xyz,8.27864534,8.77097620,-1.94283011,-7.34340595,7.76338548
KEKWEG.RFD.cif_247.xyz,-6.55980887,3.71633816,-1.10831871,-4.19607087,-8.14786030
KEKWEG.RFD.cif_267.xyz,-7.70727142,1.93858660,-0.97064870,-2.74337764,-9.48271115
KEKWEG.RFD.cif_342.xyz,-1.53585496,1.64695833,-1.11299796,-3.61555227,-4.61744686
KEKWEG.RFD.cif_367.xyz,14.93838655,6.99333246,-2.07139299,-7.06379689,12.79652913
KEKWEG.RFD.cif_406.xyz,-19.27074382,6.51601710,-2.44425040,-6.17504480,-21.37402192
KEKWEG.RFD.cif_446.xyz,-14.24947663,6.04442640,-1.81334298,-7.12614796,-17.14454117
KEKWEG.RFD.cif_466.xyz,-9.28051905,2.73023462,-1.03470294,-3.32517630,-10.91016368
KEKWEG.RFD.cif_541.xyz,-42.91431004,31.68666801,-11.18146790,-10.14329819,-32.55240813
KEKWEG.RFD.cif_601.xyz,8.27864522,8.77097620,-1.94283013,-7.34340595,7.76338534
KEPQOO.RFD.cif_100.xyz,-41.38333573,40.17854811,-9.13805002,-20.57568264,-30.91852029
KEPQOO.RFD.cif_131.xyz,-86.01403844,37.05267093,-16.58471173,-19.41798756,-84.96406680
KEPQOO.RFD.cif_149.xyz,2.87504292,2.51075545,-0.92429148,-1.95786643,2.50364047
KEPQOO.RFD.cif_174.xyz,-52.35647198,52.79034859,-15.61702435,-34.45939431,-49.64254205
KEPQOO.RFD.cif_175.xyz,4.90559706,1.50289927,-0.48193606,-2.07486134,3.85169893
KEPQOO.RFD.cif_176.xyz,-61.29703631,30.96744528,-11.37371799,-19.23959481,-60.94290384
KEPQOO.RFD.cif_177.xyz,-39.13176904,32.77502842,-9.87718720,-8.46572275,-24.69965056
KEPQOO.RFD.cif_198.xyz,-7.14915699,1.15967946,-1.07256545,-4.03076246,-11.09280544
KEPQOO.RFD.cif_201.xyz,-7.14830232,1.15973190,-1.07249584,-4.03079324,-11.09185951
KEPQOO.RFD.cif_208.xyz,9.92471897,2.35084457,-0.82052657,-2.70839909,8.74663788
KEPQOO.RFD.cif_228.xyz,-7.56501466,8.77752908,-1.73060114,-8.91933298,-9.43741970
KEPQOO.RFD.cif_230.xyz,-41.25233722,35.92789696,-12.48175348,-32.13075536,-49.93694910
KEPQOO.RFD.cif_248.xyz,-35.08887549,24.69950582,-5.88060092,-7.02995352,-23.29992411
KEPQOO.RFD.cif_273.xyz,-0.14092675,1.00298437,-0.50764410,-5.17899166,-4.82457814
KEPQOO.RFD.cif_274.xyz,-31.78985438,32.65484339,-8.37897473,-9.09586822,-16.60985395
KEPQOO.RFD.cif_276.xyz,-14.16215695,7.12015651,-1.45040174,-4.11697905,-12.60938122
KEPQOO.RFD.cif_299.xyz,-41.38332954,40.17854820,-9.13805769,-20.57568273,-30.91852177
KETRUZ.RFD.cif_584.xyz,-11.86857563,13.89646726,-3.51764317,-15.80638373,-17.29613527
KETRUZ.RFD.cif_585.xyz,-38.75067493,17.39861934,-7.59419851,-13.86816893,-42.81442303
KETRUZ.RFD.cif_666.xyz,-21.23097826,8.15327213,-2.54983563,-7.14344285,-22.77098461
KETRUZ.RFD.cif_667.xyz,-23.78196547,13.28199354,-3.51534354,-8.59843567,-22.61375113
KETRUZ.RFD.cif_672.xyz,10.98547369,2.13743990,-1.01703456,-4.26116394,7.84471509
KETRUZ.RFD.cif_673.xyz,1.25974027,5.87053768,-1.80585956,-7.88581455,-2.56139615
KEXWAL.RFD.cif_162.xyz,0.61413855,3.06859196,-0.92793352,-5.89706231,-3.14226531
KEXWAL.RFD.cif_211.xyz,-0.95950432,3.42805797,-0.67290338,-7.63390865,-5.83825838
KEXWAL.RFD.cif_226.xyz,-28.03736581,26.83241728,-8.44818889,-49.75271895,-59.40585637
KEXWAL.RFD.cif_235.xyz,-30.50800472,27.20802008,-7.94953504,-45.80358439,-57.05310407
KEXWAL.RFD.cif_246.xyz,-9.16859929,2.82936569,-1.25501917,-4.47588187,-12.07013464
KEXWAL.RFD.cif_255.xyz,3.93118847,1.96811758,-0.58272894,-8.42709315,-3.11051604
KEXWAL.RFD.cif_269.xyz,3.93080756,1.96772911,-0.58271036,-8.42676461,-3.11093830
KEXWAL.RFD.cif_279.xyz,-9.16827053,2.82942514,-1.25503356,-4.47578853,-12.06966747
KEXWAL.RFD.cif_325.xyz,-14.65204779,17.66358885,-4.45815037,-38.51323112,-39.95984043
KEXWAL.RFD.cif_334.xyz,-27.63704207,21.07974171,-6.30697846,-24.23993514,-37.10421396
KEXWAL.RFD.cif_361.xyz,0.61416504,3.06859196,-0.92793762,-5.89706231,-3.14224293
KEZKIK.RFD.cif_214.xyz,-11.90331247,19.47636402,-3.49982037,-25.31655318,-21.24332199
KEZKIK.RFD.cif_236.xyz,-4.97021370,8.08119388,-3.29690248,-9.85849213,-10.04441443
KEZKIK.RFD.cif_260.xyz,11.40838426,1.29063589,-1.00634690,-6.54575698,5.14691626
KEZKIK.RFD.cif_270.xyz,-10.16715511,22.73506136,-2.37901597,-33.81942112,-23.63053085
KEZKIK.RFD.cif_298.xyz,-96.08052842,59.84072640,-22.70369632,-20.28048491,-79.22398324
KEZKIK.RFD.cif_320.xyz,2.87041484,18.88840381,-2.77264445,-5.79416056,13.19201364
KEZKIK.RFD.cif_332.xyz,4.63198638,19.18685707,-1.79674260,-8.36363872,13.65846212
KEZKIK.RFD.cif_354.xyz,-66.66149250,44.27081242,-14.80686534,-13.45164683,-50.64919226
KEZKIK.RFD.cif_363.xyz,-10.02421051,40.19807211,-5.21143489,-54.64271289,-29.68028618
KEZKIK.RFD.cif_371.xyz,11.40543390,1.29075062,-1.00612088,-6.54587874,5.14418489
KEZKIK.RFD.cif_376.xyz,-0.94291345,0.81041570,-0.31689140,-1.13041186,-1.57980100
KEZKIK.RFD.cif_385.xyz,0.07432461,3.49984191,-2.28861137,-6.35402505,-5.06846991
KEZKIK.RFD.cif_393.xyz,-33.51783126,26.18747171,-7.21213894,-6.71164561,-21.25414411
KEZKIK.RFD.cif_419.xyz,-3.77891247,4.02737761,-0.78573621,-8.24862085,-8.78589192
KEZXIA.RFD.cif_267.xyz,-3.99150935,18.69443622,-1.96895533,-18.65574534,-5.92177380
KEZXIA.RFD.cif_282.xyz,0.50647388,9.38270781,-1.38897738,-12.00224770,-3.50204340
KEZXIA.RFD.cif_306.xyz,-4.60975584,8.87499681,-1.00780386,-11.46102555,-8.20358844
KEZXIA.RFD.cif_342.xyz,-3.46007613,4.06165032,-0.52724116,-9.08528391,-9.01095088
KEZXIA.RFD.cif_357.xyz,-2.60039921,4.77551582,-0.71554936,-8.41026458,-6.95069734
KEZXIA.RFD.cif_391.xyz,-2.61670180,2.42024614,-0.41016916,-7.67708296,-8.28370778
KEZXIA.RFD.cif_392.xyz,-2.61662466,2.42027676,-0.41014574,-7.67716632,-8.28365996
KEZXIA.RFD.cif_481.xyz,-55.79309351,82.99420183,-19.38418317,-107.36554889,-99.54862375
KEZXIA.RFD.cif_482.xyz,-48.07578905,76.94702197,-17.41640816,-102.46940072,-91.01457597
KEZXIA.RFD.cif_505.xyz,-5.95248124,12.13245114,-2.22368061,-13.98742052,-10.03113122
KEZXIA.RFD.cif_541.xyz,-5.69177241,9.43220513,-1.12207465,-18.30455441,-15.68619634
KEZXIA.RFD.cif_556.xyz,-7.80788838,13.11585952,-1.94956636,-14.18911725,-10.83071247
KEZXIA.RFD.cif_666.xyz,-3.99154931,18.69443622,-1.96894876,-18.65574509,-5.92180694
KEZXIA.RFD.cif_682.xyz,-2.43092818,9.80024587,-1.32573187,-8.32420249,-2.28061667
KICWIE.RFD.cif_109.xyz,-12.54323883,12.17086464,-1.57817747,-9.63844478,-11.58899644
KICWIE.RFD.cif_140.xyz,-0.60060008,2.60132461,-0.99664200,-6.30517994,-5.30109741
KICWIE.RFD.cif_146.xyz,-17.27938756,14.89425594,-4.14863541,-12.83924911,-19.37301614
KICWIE.RFD.cif_169.xyz,-35.97459488,46.49955379,-6.41068443,-51.54423010,-47.42995561
KICWIE.RFD.cif_206.xyz,-31.13397520,61.14320868,-7.13775717,-73.29845603,-50.42697973
KICWIE.RFD.cif_234.xyz,-9.20753242,5.70054194,-1.68573764,-7.63597850,-12.82870662
KICWIE.RFD.cif_236.xyz,-77.37349402,83.57020074,-22.85686750,-28.75434617,-45.41450695
KICWIE.RFD.cif_239.xyz,0.00819683,2.14454571,-0.57744376,-4.69987740,-3.12457862
KICWIE.RFD.cif_245.xyz,1.90203709,2.84826542,-0.50451039,-7.33285436,-3.08706224
KICWIE.RFD.cif_305.xyz,-21.81104053,19.06347897,-4.28443700,-13.78230896,-20.81430752
KICWIE.RFD.cif_308.xyz,-12.54325855,12.17086465,-1.57817855,-9.63844484,-11.58901728
KICWIE.RFD.cif_72.xyz,-2.32392212,4.05078697,-0.36555138,-4.31740362,-2.95609015
KIDJEQ.RFD.cif_146.xyz,-20.17309143,36.30055354,-5.70910371,-38.82572299,-28.40736459
KIDJEQ.RFD.cif_148.xyz,-30.83260068,23.90526543,-8.56899955,-9.99737361,-25.49370840
KIDJEQ.RFD.cif_184.xyz,-92.13424814,60.99113734,-23.98921106,-20.82373609,-75.95605794
KIDJEQ.RFD.cif_196.xyz,-0.87313203,6.02487597,-1.09214451,-8.63099993,-4.57140051
KIDJEQ.RFD.cif_209.xyz,-8.62000258,7.53118448,-1.28031542,-6.68615797,-9.05529149
KIDJEQ.RFD.cif_211.xyz,-29.71652443,35.04155484,-7.40540999,-15.24502684,-17.32540642
KIDJEQ.RFD.cif_229.xyz,-0.23417060,4.49508599,-0.55545865,-4.64318646,-0.93772971
KIDJEQ.RFD.cif_230.xyz,-26.09551165,43.14872571,-3.57246175,-47.10440188,-33.62364957
KIDJEQ.RFD.cif_244.xyz,-31.48069858,34.42213066,-8.82536882,-14.40333891,-20.28727565
KIDJEQ.RFD.cif_245.xyz,-79.15576247,90.20684807,-14.85286255,-76.84750177,-80.64927871
KIDJEQ.RFD.cif_265.xyz,-58.95082711,73.69991573,-17.25010156,-23.23743868,-25.73845162
KIDJEQ.RFD.cif_267.xyz,-0.87419040,6.02550315,-1.09215240,-8.63121052,-4.57205017
KIDJEQ.RFD.cif_273.xyz,1.39274193,1.61297284,-0.31097099,-4.03048003,-1.33573625
KIDJEQ.RFD.cif_292.xyz,1.84917527,0.39874555,-0.24325693,-1.34005375,0.66461014
KIDJEQ.RFD.cif_310.xyz,-0.08861123,2.44442145,-0.33065858,-3.65771526,-1.63256363
KIDJEQ.RFD.cif_316.xyz,-30.83948970,23.90995789,-8.57169082,-9.99818592,-25.49940855
KIDJEQ.RFD.cif_329.xyz,4.20529537,3.60969500,-0.84896979,-3.97699467,2.98902592
KIDXEC.RFD.cif_137.xyz,25.24454656,30.68043072,-6.93883861,-50.64114396,-1.65500530
KIDXEC.RFD.cif_186.xyz,25.24455551,30.68043073,-6.93883848,-50.64114393,-1.65499618
KIGDOU.RFD.cif_109.xyz,-12.93698256,17.89928376,-2.39752797,-21.49259050,-18.92781726
KIGDOU.RFD.cif_121.xyz,-64.11509779,78.54201927,-17.82291328,-38.67097430,-42.06696610
KIGDOU.RFD.cif_126.xyz,-1.14108699,6.01200132,-0.83477615,-8.80380488,-4.76766671
KIGDOU.RFD.cif_130.xyz,-35.71970503,38.60770755,-8.22127533,-39.51995025,-44.85322306
KIGDOU.RFD.cif_157.xyz,-3.87734665,3.13897938,-0.57963608,-8.40518553,-9.72318888
KIGDOU.RFD.cif_173.xyz,-3.87678401,3.13825606,-0.57952499,-8.40486502,-9.72291796
KIGDOU.RFD.cif_179.xyz,-0.99047343,3.13492777,-0.43387439,-5.99586877,-4.28528882
KIGDOU.RFD.cif_183.xyz,-21.43521956,31.06478671,-5.05878160,-28.37310608,-23.80232054
KIGDOU.RFD.cif_188.xyz,-8.80313238,11.08258188,-2.38050222,-18.11020456,-18.21125728
KIGDOU.RFD.cif_195.xyz,-18.79282844,35.54663269,-5.41483580,-43.26953238,-31.93056394
KIGDOU.RFD.cif_200.xyz,-5.79845479,7.96200885,-0.94887810,-14.30207708,-13.08740112
KIGDOU.RFD.cif_204.xyz,-5.23062590,12.11162113,-1.37769696,-14.08276882,-8.57947055
KIGDOU.RFD.cif_238.xyz,-10.77394337,13.58501348,-3.27304236,-17.15606331,-17.61803556
KIGDOU.RFD.cif_89.xyz,-10.77390298,13.58501353,-3.27304865,-17.15606349,-17.61800159
KIGKER.RFD.cif_174.xyz,-20.18176455,23.53402628,-5.77558970,-19.53581679,-21.95914477
KIGKER.RFD.cif_177.xyz,-28.59061460,22.25401184,-5.90130465,-15.26134562,-27.49925302
KIGKER.RFD.cif_191.xyz,-9.27681580,17.43265804,-3.47069482,-25.78073842,-21.09559100
KIGKER.RFD.cif_204.xyz,-50.98790971,38.65234081,-13.15987417,-14.03110743,-39.52655051
KIGKER.RFD.cif_207.xyz,-27.16356790,20.02284548,-6.82549690,-10.04625017,-24.01246949
KIGKER.RFD.cif_222.xyz,-5.90463895,6.12836946,-0.68635503,-6.81848523,-7.28110975
KIGKER.RFD.cif_231.xyz,-72.49504366,67.95093019,-18.13656515,-19.25289009,-41.93356871
KIGKER.RFD.cif_244.xyz,-27.16168105,20.02101526,-6.82441442,-10.04582645,-24.01090665
KIGKER.RFD.cif_250.xyz,-29.53912173,24.54883948,-5.94104776,-13.53209388,-24.46342389
KIGKER.RFD.cif_273.xyz,-12.44309735,17.32707864,-2.62418701,-23.39169576,-21.13190149
KIGKER.RFD.cif_276.xyz,0.25809034,12.60445181,-1.88239958,-13.09492251,-2.11477994
KIGKER.RFD.cif_290.xyz,-17.09352501,11.58332029,-3.05755964,-16.23282252,-24.80058687
KIGKIV.RFD.cif_396.xyz,-86.79855547,87.04680879,-26.11530293,-23.43605415,-49.30310377
KIGKIV.RFD.cif_402.xyz,-0.41548264,0.58533044,-0.14729151,-4.03935689,-4.01680059
KIGKIV.RFD.cif_407.xyz,-20.56903416,48.96261271,-4.34243892,-65.94413347,-41.89299384
KIGKIV.RFD.cif_486.xyz,-2.10924809,6.62027509,-1.04586825,-7.01888976,-3.55373100
KIGKIV.RFD.cif_487.xyz,-2.33139561,5.38449856,-0.64032666,-7.36499302,-4.95221673
KIGKIV.RFD.cif_496.xyz,-5.30027882,3.20577343,-1.08652135,-6.56272868,-9.74375542
KIGKIV.RFD.cif_500.xyz,-4.94056675,10.87338276,-1.27979158,-19.09396419,-14.44093976
KIGKIV.RFD.cif_501.xyz,-2.19550275,2.86333981,-0.46306346,-9.22937745,-9.02460386
KIGKIV.RFD.cif_521.xyz,-2.79807486,3.88366225,-1.62996882,-7.13124234,-7.67562377
KIGKIV.RFD.cif_576.xyz,-0.41574767,0.58529209,-0.14728510,-4.03926153,-4.01700221
KIGKIV.RFD.cif_596.xyz,-5.31931116,7.22542850,-2.50923252,-9.30952515,-9.91264032
KIGKIV.RFD.cif_606.xyz,-30.66371243,62.51617791,-5.54845711,-73.59481637,-47.29080800
KIGKOB.RFD.cif_322.xyz,1.77006007,4.49453963,-0.45844383,-5.45817822,0.34797765
KIGKOB.RFD.cif_367.xyz,-92.37725467,95.40767402,-32.83932421,-24.91444993,-54.72335478
KIGKOB.RFD.cif_417.xyz,-12.00269799,9.49500618,-3.05573556,-12.09177523,-17.65520259
KIGKOB.RFD.cif_427.xyz,-8.80719319,14.58400962,-2.61250900,-15.76238717,-12.59807974
KIGKOB.RFD.cif_472.xyz,-32.71237061,64.63980788,-6.22228884,-76.95759798,-51.25244955
KIGKOB.RFD.cif_521.xyz,-46.06162121,58.94580206,-7.28456950,-72.87845310,-67.27884175
KIGKOB.RFD.cif_526.xyz,-6.28572583,8.72064395,-2.08878745,-12.42198248,-12.07585181
KIGKOB.RFD.cif_566.xyz,-2.39632413,5.64057882,-1.36254311,-10.90776347,-9.02605188
KIGKOB.RFD.cif_616.xyz,2.14852616,0.76875610,-0.29199604,-3.30110035,-0.67581413
KIGKOB.RFD.cif_626.xyz,-9.84017127,6.56702309,-1.57047844,-8.46061717,-13.30424379
KIGKOB.RFD.cif_671.xyz,-2.80903115,3.99286803,-1.53043407,-7.48484454,-7.83144173
KIGLES.RFD.cif_432.xyz,-30.66490734,53.43442333,-5.08518127,-58.80979722,-41.12546251
KIGLES.RFD.cif_462.xyz,-8.36879492,6.00741491,-1.59781013,-7.24543341,-11.20462355
KIGLES.RFD.cif_467.xyz,-102.10844359,67.98394532,-29.17214382,-22.90992328,-86.20656537
KIGLES.RFD.cif_472.xyz,-3.76215879,2.02473862,-0.42659089,-5.49639526,-7.66040632
KIGLES.RFD.cif_492.xyz,-0.51209613,7.10223916,-1.03650230,-8.50145339,-2.94781265
KIGLES.RFD.cif_502.xyz,0.50231579,3.62607140,-0.63123047,-6.24139432,-2.74423760
KIGLES.RFD.cif_507.xyz,-11.45311116,8.66744635,-2.77143234,-6.02236633,-11.57946348
KIGLES.RFD.cif_561.xyz,-6.89930677,7.16246641,-2.12109598,-8.55392547,-10.41186181
KIGLES.RFD.cif_566.xyz,3.27453800,4.31390647,-1.62092180,-8.01363624,-2.04611358
KIGLES.RFD.cif_581.xyz,-94.35728309,111.61303450,-45.00773641,-25.40197153,-53.15395653
KIGLES.RFD.cif_591.xyz,-3.76185254,2.02451285,-0.42671265,-5.49623397,-7.66028630
KIGLES.RFD.cif_601.xyz,-8.37259031,6.00802473,-1.59800253,-7.24572467,-11.20829277
KIGLES.RFD.cif_606.xyz,-3.15445684,2.64633324,-1.03402327,-5.81593071,-7.35807759
KIGLES.RFD.cif_631.xyz,-19.32668331,44.80473413,-4.07838305,-55.37269269,-33.97302492
KIGLIW.RFD.cif_512.xyz,-4.91258583,13.33452402,-2.10310558,-12.23170122,-5.91286862
KIGLIW.RFD.cif_557.xyz,-0.27157910,0.63981731,-0.19486500,-3.13929747,-2.96592425
KIGLIW.RFD.cif_572.xyz,-0.67226524,6.97557564,-2.17104699,-11.87424070,-7.74197730
KIGLIW.RFD.cif_576.xyz,1.89863527,0.77899967,-0.81395413,-3.29282743,-1.42914661
KIGLIW.RFD.cif_587.xyz,-19.54215623,46.56018207,-4.70418461,-62.81656397,-40.50272273
KIGLIW.RFD.cif_641.xyz,-1.89924291,3.64615909,-0.42007490,-7.62293255,-6.29609127
KIGLIW.RFD.cif_662.xyz,-6.77031754,10.92477074,-2.25787215,-11.58211884,-9.68553779
KIGLIW.RFD.cif_667.xyz,-29.44498931,61.06245640,-8.99320268,-85.27167306,-62.64740865
KIGLIW.RFD.cif_716.xyz,-29.44800047,61.06955950,-8.99406995,-85.27515259,-62.64766352
KIGLIW.RFD.cif_741.xyz,-4.99364049,7.05183586,-1.77342970,-8.85771183,-8.57294617
KIGLIW.RFD.cif_755.xyz,-2.75749360,4.16543602,-0.72176868,-7.32689081,-6.64071707
KIGLIW.RFD.cif_756.xyz,-2.75813332,4.16459377,-0.72169231,-7.32648661,-6.64171846
KIGLIW.RFD.cif_771.xyz,1.04082347,1.41245613,-0.24814067,-4.48695346,-2.28181452
KIGLIW.RFD.cif_821.xyz,-27.31971855,62.78978026,-7.47375217,-78.84139764,-50.84508810
KIGLIW.RFD.cif_836.xyz,-5.49390740,11.60751221,-2.67127960,-13.87964899,-10.43732379
KIGLIW.RFD.cif_851.xyz,-0.53773048,1.75024536,-1.05297716,-6.90175385,-6.74221613
KIGLIW.RFD.cif_911.xyz,-104.73870871,70.99965722,-32.38562351,-23.79055904,-89.91523404
KIGLOC.RFD.cif_466.xyz,-1.36736620,1.51259410,-0.29088510,-3.29696588,-3.44262308
KIGLOC.RFD.cif_467.xyz,-15.64881076,37.10737414,-3.84474818,-45.73033554,-28.11652033
KIGLOC.RFD.cif_527.xyz,-136.21060940,127.71353473,-60.92025562,-28.81117010,-98.22850039
KIGLOC.RFD.cif_528.xyz,-5.26370274,8.23044345,-1.82579645,-8.32448818,-7.18354393
KIGLOC.RFD.cif_537.xyz,-4.87130370,3.11066441,-0.88566990,-6.52304535,-9.16935454
KIGLOC.RFD.cif_538.xyz,-70.92204230,87.23961369,-29.81496611,-23.74092929,-37.23832401
KIGLOC.RFD.cif_631.xyz,-6.29468879,8.60894295,-1.89755636,-11.50488540,-11.08818760
KIGLOC.RFD.cif_632.xyz,-3.50704545,3.35859118,-1.30771232,-8.24506961,-9.70123619
KIGLOC.RFD.cif_666.xyz,-12.65268433,43.31618315,-4.18433396,-53.62501220,-27.14584733
KIGLOC.RFD.cif_667.xyz,-7.79605666,5.72254064,-2.09346420,-5.36285517,-9.52983540
KIHSIH.RFD.cif_228.xyz,-5.91641201,8.33303322,-1.80776450,-8.83059214,-8.22173543
KIHSIH.RFD.cif_252.xyz,-0.59617579,2.47221039,-0.28677959,-6.45117521,-4.86192020
KIHSIH.RFD.cif_253.xyz,-4.03907839,6.01226467,-1.13779202,-12.99891178,-12.16351752
KIHSIH.RFD.cif_285.xyz,-5.91786190,3.20594463,-1.01764173,-10.52373673,-14.25329573
KIHSIH.RFD.cif_296.xyz,-81.18016051,50.33951115,-20.98147066,-44.31934582,-96.14146583
KIHSIH.RFD.cif_303.xyz,-0.79525177,14.45906171,-1.72490298,-21.39501840,-9.45611142
